ANONID,DEPT,HSGPA
140405,Psychology Department,3.9
140444,Psychology Department,3.7
140451,Psychology Department,NA
140464,Psychology Department,3.5
140471,Psychology Department,3.6
140513,Psychology Department,0
140546,Psychology Department,3.2
140557,Psychology Department,3.7
140655,Psychology Department,3.6
140660,Psychology Department,3.8
140703,Psychology Department,4
140794,Psychology Department,3.7
140795,Psychology Department,2.4
140814,Psychology Department,3.7
140836,Psychology Department,4
140845,Psychology Department,NA
140865,Psychology Department,3.5
140913,Psychology Department,3.8
140967,Psychology Department,3.6
140974,Psychology Department,0
140995,Psychology Department,3.8
141092,Psychology Department,3.7
141098,Psychology Department,0
141103,Psychology Department,3.8
141104,Psychology Department,3.6
141155,Psychology Department,3.9
141162,Psychology Department,0
141163,Psychology Department,3.8
141185,Psychology Department,4
141226,Psychology Department,3.6
141229,Psychology Department,3.6
141247,Psychology Department,3.8
141248,Psychology Department,3.2
141249,Psychology Department,3.5
141280,Psychology Department,3.2
141287,Psychology Department,3.89
141320,Psychology Department,2.5
141414,Psychology Department,3.3
141535,Psychology Department,4
141539,Psychology Department,3.5
141544,Psychology Department,3.9
141559,Psychology Department,4
141629,Psychology Department,3.9
141646,Psychology Department,3.8
141647,Psychology Department,4
141705,Psychology Department,3.9
141732,Psychology Department,3.93
141735,Psychology Department,3.5
141736,Psychology Department,3.4
141830,Psychology Department,3.7
141846,Psychology Department,2.9
141871,Psychology Department,3.8
141896,Psychology Department,0
141909,Psychology Department,4
141919,Psychology Department,3.7
141931,Psychology Department,3.6
141957,Psychology Department,3.8
141959,Psychology Department,0
141971,Psychology Department,0
142077,Psychology Department,3.3
142082,Psychology Department,3.2
142122,Psychology Department,3.9
142162,Psychology Department,3.6
142185,Psychology Department,3.5
142193,Psychology Department,3.8
142195,Psychology Department,4
142207,Psychology Department,NA
142230,Psychology Department,3.2
142235,Psychology Department,NA
142240,Psychology Department,3.9
142245,Psychology Department,0
142287,Psychology Department,3.5
142316,Psychology Department,0
142356,Psychology Department,3.5
142390,Psychology Department,3.9
142397,Psychology Department,3.8
142405,Psychology Department,NA
142414,Psychology Department,2.9
142419,Psychology Department,3.9
142494,Psychology Department,3.8
142505,Psychology Department,3.7
142510,Psychology Department,3.5
142511,Psychology Department,3.4
142535,Psychology Department,3.4
142545,Psychology Department,3.8
142559,Psychology Department,3.6
142562,Psychology Department,3.83
142605,Psychology Department,3.2
142617,Psychology Department,3.8
142624,Psychology Department,0
142633,Psychology Department,3.9
142659,Psychology Department,4
142660,Psychology Department,3.7
142666,Psychology Department,3.1
142674,Psychology Department,NA
142697,Psychology Department,3.4
142716,Psychology Department,3.3
142743,Psychology Department,NA
142767,Psychology Department,3.7
142787,Psychology Department,4
142876,Psychology Department,3.1
142951,Psychology Department,3.8
142963,Psychology Department,3.8
142992,Psychology Department,0
143003,Psychology Department,3.8
143006,Psychology Department,NA
143047,Psychology Department,3.5
143077,Psychology Department,0
143114,Psychology Department,0
143142,Psychology Department,NA
143169,Psychology Department,4
143211,Psychology Department,3.9
143217,Psychology Department,3.1
143259,Psychology Department,3.6
143315,Psychology Department,4
143323,Psychology Department,3.8
143382,Psychology Department,0
143404,Psychology Department,3.6
143407,Psychology Department,3.9
143413,Psychology Department,3.6
143425,Psychology Department,3.9
143439,Psychology Department,3.9
143483,Psychology Department,4
143498,Psychology Department,0
143500,Psychology Department,3.7
143509,Psychology Department,3.8
143514,Psychology Department,3.7
143525,Psychology Department,0
143638,Psychology Department,3.8
143650,Psychology Department,0
143682,Psychology Department,3.9
143703,Psychology Department,2.3
143741,Psychology Department,3.5
143749,Psychology Department,2.9
143792,Psychology Department,3.3
143935,Psychology Department,0
143968,Psychology Department,NA
143986,Psychology Department,3.6
144007,Psychology Department,3.8
144016,Psychology Department,4
144051,Psychology Department,0
144054,Psychology Department,3.7
144079,Psychology Department,NA
144086,Psychology Department,3.7
144112,Psychology Department,3.9
144124,Psychology Department,4
144136,Psychology Department,3.8
144139,Psychology Department,3.2
144140,Psychology Department,4
144147,Psychology Department,4
144177,Psychology Department,4
144216,Psychology Department,2.9
144243,Psychology Department,3.8
144306,Psychology Department,NA
144321,Psychology Department,3.4
144351,Psychology Department,NA
144354,Psychology Department,3.9
144365,Psychology Department,3.8
144484,Psychology Department,3.7
144513,Psychology Department,4
144553,Psychology Department,3.6
144595,Psychology Department,3.7
144697,Psychology Department,3.9
144698,Psychology Department,3.2
144769,Psychology Department,0
144794,Psychology Department,3.1
144810,Psychology Department,0
144834,Psychology Department,3.6
144838,Psychology Department,3.9
144839,Psychology Department,3.9
144841,Psychology Department,4
144842,Psychology Department,3.8
144850,Psychology Department,3.2
144883,Psychology Department,3.8
144905,Psychology Department,3.5
144968,Psychology Department,3.7
144980,Psychology Department,3.7
145040,Psychology Department,4
145077,Psychology Department,3.9
145092,Psychology Department,0
145106,Psychology Department,3.6
145107,Psychology Department,4
145118,Psychology Department,0
145130,Psychology Department,3.9
145152,Psychology Department,3.9
145174,Psychology Department,NA
145225,Psychology Department,NA
145243,Psychology Department,4
145276,Psychology Department,3.1
145295,Psychology Department,3.3
145303,Psychology Department,0
145347,Psychology Department,3.9
145351,Psychology Department,3.1
145447,Psychology Department,3.8
145475,Psychology Department,3.2
145500,Psychology Department,4
145518,Psychology Department,3.9
145531,Psychology Department,3.6
145564,Psychology Department,0
145578,Psychology Department,3.9
145587,Psychology Department,3.7
145679,Psychology Department,4
145690,Psychology Department,0
145691,Psychology Department,4
145702,Psychology Department,3.3
145759,Psychology Department,3.8
145760,Psychology Department,0
145785,Psychology Department,3.3
145792,Psychology Department,3.6
145838,Psychology Department,0
145888,Psychology Department,NA
145924,Psychology Department,0
145964,Psychology Department,3.9
145977,Psychology Department,3.2
145991,Psychology Department,NA
146004,Psychology Department,NA
146015,Psychology Department,3.4
146016,Psychology Department,3.9
146165,Psychology Department,3.9
146225,Psychology Department,0
146267,Psychology Department,3.7
146281,Psychology Department,3.3
146310,Psychology Department,3.6
146319,Psychology Department,3.6
146347,Psychology Department,0
146349,Psychology Department,3.9
146392,Psychology Department,3
146394,Psychology Department,NA
146422,Psychology Department,NA
146424,Psychology Department,3.3
146429,Psychology Department,4
146433,Psychology Department,3.1
146446,Psychology Department,3.9
146483,Psychology Department,3.7
146497,Psychology Department,4
146580,Psychology Department,3.9
146595,Psychology Department,3.1
146603,Psychology Department,4
146627,Psychology Department,3.7
146639,Psychology Department,3.4
146719,Psychology Department,2.5
146773,Psychology Department,NA
146779,Psychology Department,NA
146784,Psychology Department,NA
146796,Psychology Department,4
146804,Psychology Department,0
146812,Psychology Department,NA
146813,Psychology Department,3.6
146818,Psychology Department,NA
146820,Psychology Department,2.4
NA,Psychology Department,3.4
146865,Psychology Department,0
146868,Psychology Department,3.5
146932,Psychology Department,3.8
146971,Psychology Department,3.8
147000,Psychology Department,3.6
147012,Psychology Department,NA
147037,Psychology Department,3.9
147042,Psychology Department,3.4
147077,Psychology Department,3.9
147132,Psychology Department,3.6
147144,Psychology Department,0
147149,Psychology Department,0
147195,Psychology Department,3.8
147204,Psychology Department,3.6
147209,Psychology Department,0
147213,Psychology Department,3.5
147222,Psychology Department,4
147252,Psychology Department,3.4
147259,Psychology Department,3.9
147263,Psychology Department,4
147372,Psychology Department,3.9
147376,Psychology Department,3.8
147383,Psychology Department,4
147393,Psychology Department,3.9
147428,Psychology Department,3.8
147434,Psychology Department,3.2
147442,Psychology Department,0
147491,Psychology Department,3.8
147602,Psychology Department,0
147604,Psychology Department,3.2
147645,Psychology Department,3.2
147675,Psychology Department,4
147692,Psychology Department,3.7
147754,Psychology Department,3.8
147763,Psychology Department,0
147814,Psychology Department,3.9
147822,Psychology Department,3.9
147902,Psychology Department,4
147944,Psychology Department,3.1
147949,Psychology Department,3.9
147991,Psychology Department,4
148038,Psychology Department,3.8
148040,Psychology Department,3.7
148044,Psychology Department,3.1
148064,Psychology Department,0
148076,Psychology Department,3.5
148096,Psychology Department,3.3
148202,Psychology Department,NA
148221,Psychology Department,3.7
148226,Psychology Department,NA
148230,Psychology Department,3.6
